Date,Repo_Rate,Interest_Rate,Market_Rate,Deposits,Withdrawals,Loans_Given,Loan_Repayment,HQLA,ASF,RSF,Total_Deposits_Pool,Total_Loans_Pool,LCR,NSFR,Net_Cash_Flow,Cumulative_Net_Cash_Flow,NLP,Predicted_Survival_Days
2026-01-16,4.936242487522538,6.777719334289905,5.376052762401974,168.35076482894445,227.2356557478851,1.6321099913608925,112.08864744499017,21498.32943930789,105772.37612316133,57539.10776732433,100858.19569240148,67693.06796155803,2.131540158112063,1.8382693132969994,51.571646534688654,3165.1277308434487,23121.636136943456,999.0
2026-01-17,4.926558921848981,6.9439653141072215,5.487212144299184,354.449782996732,393.52642248867977,2.7651946759035235,143.6387795157164,21572.661715665916,105737.20714761858,57419.365220210486,100819.11905290953,67552.19437671822,2.1397391604210165,1.8414903533346825,101.79694534786512,3266.9246761913137,23223.43308229132,999.0
2026-01-18,4.900114733290361,6.863992443860617,5.144114471184107,479.4494087179215,186.77757159127424,1.8068467017822183,144.20442702115486,21768.27084962353,106000.61180103256,57298.32727693902,101111.79089003618,67409.79679639885,2.1528914341253773,1.8499774223547858,435.06941744601994,3701.9940936373337,23658.502499737344,999.0
2026-01-19,4.839539306995828,6.877057710961157,5.293545379386216,101.2799857826513,148.03897845513714,2.7183378672758884,103.96916490779606,21773.477225147588,105958.52870762732,57212.264073954575,101065.03189736369,67308.54596935833,2.1544026471252273,1.8520247436923947,54.49183436803432,3756.485928005368,23712.994334105377,999.0
2026-01-20,4.905922492017939,6.933832078926628,5.380680524998125,277.05364939162155,180.46839061744757,2.297966596925793,109.61874542162515,21867.01449794767,106045.45544052408,57121.041411953585,101161.61715613786,67201.22519053363,2.1615920259753296,1.856504237654396,203.90603759887333,3960.3919656042412,23916.90037170425,999.0
2026-01-21,4.8874801925100755,6.9802788687597594,5.07799042323302,463.2820545424915,127.74608989005092,1.4278103947268246,160.3032563505426,22120.849219733034,106347.43780871127,56985.99728289114,101497.1531207903,67042.34974457782,2.179455141308971,1.866202977562698,494.4114106082564,4454.803376212498,24411.311782312507,999.0
2026-01-22,4.910864718014805,6.947700224246974,5.38331627402097,472.2761086489863,401.2519496899617,2.1109733909991792,163.85862515888275,22271.138290414205,106411.3595517744,56848.51177888844,101568.17727974933,66880.60209280993,2.192727967252261,1.8718407258515408,232.77181072690814,4687.575186939406,24644.083593039417,999.0
2026-01-23,4.887081367853826,6.853002818937851,5.745870250033509,250.31690921564808,108.55931387280636,1.1315394136797672,151.83131891196538,22424.301856207418,106538.94138758296,56720.41696631489,101709.93487509218,66729.90231331164,2.2047307260344065,1.878317316511518,292.4573748411274,4980.032561780534,24936.540967880544,999.0
2026-01-24,4.833689964407709,6.741164466671886,5.116578751147665,496.82684208025796,205.46605707328828,1.7730996610917833,145.33987645492027,22649.663146923656,106801.16609408923,56598.38520604014,102001.29566009915,66586.33553651781,2.2205270041274336,1.887000233404035,434.9275618007982,5414.960123581332,25371.46852968134,999.0
2026-01-25,4.841242899229524,6.76248272307597,5.441298917823334,221.27542856503285,392.59544123707576,2.0899729695304567,156.96545475611495,22626.61186265735,106646.97808268439,56466.74104652154,101829.9756474271,66431.46005473123,2.2219991430616677,1.888668906796314,-16.44453088545839,5398.515592695873,25355.02399879588,999.0
2026-01-26,4.8238730438543715,6.859193199755579,5.62030740427667,301.53956700026,397.5451580541669,2.9222810127504584,148.57137175597762,22671.893585605172,106560.57305073587,56342.9393193898,101733.97005637319,66285.810963988,2.2285470205322904,1.891285302789736,49.643499689320265,5448.159092385194,25404.667498485203,999.0
2026-01-27,4.844719065099046,6.905445531707182,5.175615292143897,434.5350480377757,301.49138334441733,2.5179062877552147,122.64327403083529,22788.323422939768,106680.3123489599,56240.83275680818,101867.01372106654,66165.68559624492,2.237066012884114,1.8968480216190577,253.16903243643844,5701.328124821632,25657.83653092164,999.0
2026-01-28,4.844006925384373,6.858673364259216,5.026567317574691,268.96342990227487,279.07900217144805,2.261366195045928,122.68696218305718,22831.35517890141,106671.20833391763,56138.47100021837,101856.89814879737,66045.26000025691,2.2415129062293144,1.9001445253737441,110.31002371883807,5811.63814854047,25768.14655464048,999.0
2026-01-29,4.890752892905728,7.073691576280629,5.304405114361909,247.88174325672688,158.12188889570857,1.127957508525345,114.61240649350026,22944.73353792217,106751.99220284255,56042.00921858114,101946.65800315839,65931.77555127193,2.2506606873970623,1.9048566190137264,203.24430334599325,6014.882451886463,25971.390857986473,999.0
2026-01-30,4.7710926428500535,6.945600958614762,5.334441184682211,481.4268589687654,267.2478587423607,1.199413271057571,114.97525831692506,23157.09293205182,106944.75330304631,55945.29975029216,102160.83700338479,65817.99970622607,2.2667289747522896,1.9115949647313817,327.9548452722722,6342.837297158735,26299.345703258743,999.0
2026-01-31,4.749027141043561,6.681116764050456,5.475303750791352,232.9466076283744,216.5371734500235,1.126121160375154,115.40245752792973,23230.159177689417,106959.52179380682,55848.16486437974,102177.24643756314,65703.72336985852,2.27351587438643,1.915184179346709,130.6857705459055,6473.52306770464,26430.03147380465,999.0
2026-02-01,4.7445473109250615,6.7278102358160226,5.606085677374015,217.42974076155414,306.9492884636409,2.1118271787741727,101.5773320304271,23230.60928609556,106878.95420087494,55763.61918525583,102087.72688986105,65604.25786500686,2.2755535845320827,1.916643068768647,9.945957149566198,6483.4690248542065,26439.977430954215,999.0
2026-02-02,4.813328734181216,6.875064526253909,5.47215667787263,183.22577041972366,294.08715260338766,1.1073181325064092,139.14226266294077,23255.792533420106,106779.17895690964,55646.289482404965,101976.86550767739,65466.22292047643,2.280496896785799,1.9188912675062118,27.173562346770325,6510.642587200977,26467.150993300987,999.0
2026-02-03,4.773493994855464,7.001109307941945,5.390453187201151,457.416155587162,390.4774967070276,2.698313584561951,158.27115013303504,23369.661398823417,106839.42374990176,55514.05257133876,102043.80416655751,65310.650083927954,2.2901597593009253,1.9245473677607474,222.51149542860747,6733.154082629584,26689.66248872959,999.0
2026-02-04,4.824139885665403,6.646624130576081,5.1814891280479305,192.84282050943352,267.6849668776442,1.2755408212275514,150.27852800940397,23392.908825932107,106772.06581817038,55387.40003222881,101968.9620201893,65161.647096739776,2.2941205208404924,1.9277320429563738,74.16084081996581,6807.3149234495495,26763.82332954956,999.0
2026-02-05,4.8737353058361546,6.903435931254278,5.650201625488906,408.7599658926379,268.413430529438,2.8758362345151016,149.4513225850776,23532.54910259201,106898.37769999726,55262.81086883083,102109.3085555525,65015.07161038921,2.304642880799564,1.9343637433449803,286.9220217137624,7094.236945163312,27050.745351263322,999.0
2026-02-06,4.876050804641102,6.934142614433739,5.46688677697712,245.13754582837691,324.21966163548007,1.4690838241052864,131.7660726727904,23522.393206174133,106827.20379577087,55152.05842830945,102030.2264397454,64884.77462154053,2.305433794177202,1.936957691880756,51.214873041581995,7145.451818204894,27101.9602243049,999.0
2026-02-07,4.978066877285603,7.132126898824066,5.7856897061397285,365.8493607744405,197.9075356083183,1.31568760161767,150.69741745025718,23668.554783433385,106978.35143842037,55025.083957938106,102198.16826491152,64735.39289169189,2.3159470649298997,1.9441742518774896,317.3235550147617,7462.775373219656,27419.283779319667,999.0
2026-02-08,4.946784952439768,6.946309711434376,5.431270039242696,426.61195411985886,114.9263083018053,1.8095012992012582,147.43476308691746,23895.065763779967,107258.86851965662,54901.30248541854,102509.85391072958,64589.76762990417,2.3310018356468363,1.9536671019443288,457.3109076057697,7920.086280825426,27876.594686925433,999.0
2026-02-09,4.91346422327305,6.940184602523257,5.379769829619083,142.45314454012998,382.48990543592674,2.7144759116195036,139.98770320878452,23750.752951163257,107042.8354348504,54784.620242215955,102269.81714983378,64452.49440260701,2.3223619258423462,1.9538847757196882,-102.76353359863174,7817.3227472267945,27773.831153326802,999.0
2026-02-10,4.9232676525403125,6.902826854522413,5.472077261901825,308.6173312423252,321.1312197663889,1.5781798893047643,100.11262199209465,23799.301643386254,107031.57293517874,54700.86596642858,102257.30326130972,64353.95996050422,2.327393827565469,1.9566705397473405,86.02055357872621,7903.343300805521,27859.85170690553,999.0
2026-02-11,5.030308147694374,6.918085773014544,5.509909454012067,273.5221678275023,338.0339786395703,2.9897485994337494,123.02537169287079,23831.08152561092,106973.51230544789,54598.83568679916,102192.79145049765,64233.92433741078,2.331972851250935,1.9592636172516735,55.52381228136903,7958.86711308689,27915.3755191869,999.0
2026-02-12,4.967237902745598,7.044931742940481,5.558800163262301,355.9947156899244,253.22455175530715,2.0153204976878167,115.57781453758427,23945.293911425,107066.00545298905,54502.30756686525,102295.56161443227,64120.36184337088,2.3407949996578052,1.964430686198688,216.33265797451375,8175.199771061403,28131.70817716141,999.0
2026-02-13,4.977450518299175,7.108979645558862,5.763055823824167,281.25849860035373,398.6176170914973,1.9649127631533019,101.56657664497514,23906.705090427335,106960.38224634701,54417.64615256571,102178.20249594112,64020.760179489065,2.3397069537778363,1.9655459177060344,-17.757454609321712,8157.442316452081,28113.95072255209,999.0
2026-02-14,5.011330206620436,6.980646324591055,5.441783234603912,195.44607107685508,312.8103160906192,1.5794107727298037,96.97337850552698,23863.465833069025,106854.75442583462,54336.56127999283,102060.83825092735,63925.36621175627,2.338160869735184,1.966535089977794,-21.970277280966968,8135.472039171114,28091.980445271125,999.0
2026-02-15,4.998657680457284,7.157972107852083,5.226579173618754,472.3519107178261,254.35398052179022,2.587990582085437,114.28922703439382,23987.4980064574,107050.95256301106,54241.61522900836,102278.83618112339,63813.66497530396,2.345304160870432,1.9735944829637062,329.6991666483443,8465.171205819459,28421.67961191947,999.0
2026-02-16,4.98533666713372,6.963156771717834,5.779421622710157,463.8196528390503,109.98659714867912,1.1965543710022637,104.47681041104484,24193.562182898928,107369.40231313239,54153.82701137433,102632.66923681376,63710.384719263915,2.3572964011171633,1.9826743231015014,457.1133117304138,8922.284517549873,28878.792923649882,999.0
2026-02-17,4.988515267725897,7.107086024640348,5.628583232004305,190.40520517875063,266.14412786258015,2.7998710263218367,97.44226887908397,24210.157913414336,107301.23728271695,54073.38097319948,102556.93031412993,63615.742321411155,2.3606554758668263,1.9843633845625248,18.903475168932573,8941.187992718806,28897.696398818814,999.0
2026-02-18,4.966161854302362,6.875595003742582,5.422440964810491,251.34403193397725,295.57385557228304,2.6902376223772286,131.92030641200574,24219.179724129503,107261.43044144247,53963.5354147283,102512.70049049162,63486.51225262153,2.362554064837645,1.9876649966889965,85.0002451513227,9026.188237870128,28982.696643970135,999.0
2026-02-19,4.92671999007545,6.941065376023044,5.164967880355716,218.24724478805115,331.8494457228257,1.8208523515033785,152.7455810801321,24208.68239999327,107159.18846060116,53835.249395308965,102399.09828955684,63335.5875238929,2.364149958775778,1.9905023133400526,37.322527793854135,9063.510765663983,29020.01917176399,999.0
2026-02-20,4.950383283327048,7.097675987786282,5.562972873572297,411.55921088517545,311.58285258989036,2.8220199164673976,95.52696590765295,24298.042902805206,107249.16718306692,53756.450191216456,102499.07464785213,63242.88257790171,2.370562172027801,1.9950939245722539,192.6813042864706,9256.192069950454,29212.700476050464,999.0
2026-02-21,4.936828022968925,7.139369694407794,5.343724120133504,219.70265967061883,249.1254575771277,1.9982914500621378,150.57756665018283,24332.890703566365,107222.68666495106,53630.15780729635,102469.65184994563,63094.30330270159,2.374643639777261,1.9992983621309328,119.15647729361183,9375.348547244066,29331.856953344075,999.0
2026-02-22,4.978535002601718,6.863651078073746,5.146570187665438,412.8769851158982,356.7022800635337,2.0028297652600724,106.22438051404576,24434.12884808515,107273.24389949821,53541.56948915988,102525.826554998,62990.08175195281,2.3832169580196396,2.0035506041939417,160.39625580115023,9535.744803045216,29492.253209145223,999.0
2026-02-23,4.951774455884806,6.739552576443595,5.540628897343806,358.36817218035355,276.9960262932762,1.4569991368827686,149.68511963470993,24529.705845989592,107346.47883079656,53415.57558673673,102607.19870088507,62841.85363145498,2.3906418025792964,2.009647516696442,229.60026638490456,9765.345069430121,29721.85347553013,999.0
2026-02-24,4.94458653276783,6.951390678650927,5.275727310395162,367.2254869521854,154.9579948549981,1.9849501367430857,99.31824692849757,24692.284664110626,107537.51957368404,53332.84228446374,102819.46619298226,62744.520334663226,2.40151846516744,2.0163470568492565,309.6007888889418,10074.945858319063,30031.454264419073,999.0
2026-02-25,4.901561647819833,6.800650173215672,5.449935909126522,192.03993987908555,265.2488275272851,2.152743348103806,147.91552182491353,24690.75876431782,107471.63157480066,53208.94392275845,102746.25730533406,62598.757556186414,2.4030810865395873,2.0198038835503564,72.55389082861018,10147.499749147673,30104.008155247684,999.0
2026-02-26,4.923213854813529,6.856300652151699,5.631767178641587,103.09621558240784,282.10401742966957,1.5635933468280714,124.83777501438234,24653.137547525675,107310.52455313812,53104.16086834103,102567.2495034868,62475.48337451886,2.4036071618248456,2.020755488806022,-55.733620179707486,10091.766128967965,30048.274535067976,999.0
2026-02-27,4.96877246512383,7.121762614479505,5.6253730729775935,385.9343062510636,349.7364587253902,2.985422966997959,117.69933813822271,24702.146589054813,107343.10261591124,53006.654040445486,102603.44735101248,62360.76945934763,2.407535733623774,2.0250873132645872,150.91176269689822,10242.677891664864,30199.18629776487,999.0
2026-02-28,4.987155842155041,7.179726479293991,5.245069182292494,321.61551319632446,289.5031416206908,1.9177217900064443,135.41544178989236,24774.926483943233,107372.00375032931,52893.18097844558,102635.55972258812,62227.27173934775,2.413873568859268,2.029978189326225,165.6100915755195,10408.287983240383,30364.796389340394,999.0
2026-03-01,4.899480151390703,7.020350280071322,5.029138660383682,117.96614909728794,378.4163312013429,2.4837623539473745,102.8749025238492,24586.995646977583,107137.59858643566,52807.84850930117,102375.10954048406,62126.88059917785,2.401657566701279,2.0288196094102426,-160.05904193415319,10248.22894130623,30204.73734740624,999.0
2026-03-02,4.935148373631486,7.110684983900057,5.586851075550411,252.66687490340072,216.01147558411424,2.3370578229661194,147.46759656077612,24627.38317452993,107170.58844582301,52684.48755137403,102411.76493980334,61981.75006044004,2.404741602588889,2.034196277249886,181.78593805709647,10430.014879363327,30386.523285463336,999.0
2026-03-03,4.958436219958954,6.99340872995932,5.220723696019881,192.0687389900031,161.24777755045793,2.4404150804961104,138.35855844494117,24672.035154330977,107198.3273111186,52568.95712951425,102442.58590124288,61845.83191707559,2.408376842235846,2.0391944821544365,166.73910480399027,10596.753984167317,30553.262390267326,999.0
2026-03-04,4.966774272493187,6.980432480501584,5.3352341849186145,455.94290886869925,163.44069768348817,2.9807820835183843,96.8209852821874,24879.18380499364,107461.5793011853,52489.192956795385,102735.0881124281,61751.99171387692,2.421683210877973,2.0473086600824377,386.34241438388017,10983.096398551197,30939.604804651208,999.0
2026-03-05,4.867643959545577,6.756713323426608,5.463931959103167,276.17988153384033,270.8495974442557,2.722999811572711,109.6209920045851,24931.282317777008,107466.37655686591,52398.32966343132,102740.41839651768,61645.09372168391,2.426628459070207,2.050950426228309,112.228276282597,11095.324674833793,31051.8330809338,999.0
2026-03-06,4.850671977932716,6.798099097201608,4.9656986128355,214.4375010606574,170.07966525917135,1.0470171278357399,134.4767298059885,25018.451098666646,107506.29860908726,52284.91440765489,102784.77623231917,61511.664009005755,2.4340619317124084,2.0561628497826816,177.7875484796388,11273.112223313432,31229.62062941344,999.0
2026-03-07,4.856922043629641,6.865798948158718,5.448534528443751,282.6653244499226,369.40742136988473,2.1236027723391473,114.81131812209092,25066.879311045723,107428.23072185929,52189.1298496076,102698.03413539921,61398.976293656,2.440833412448483,2.058440733375573,25.945618429789647,11299.057841743223,31255.56624784323,999.0
2026-03-08,4.806425721478997,6.740299003135289,4.906354210257364,485.93720183320215,388.9977451535499,2.027259203058182,132.44263918860113,25196.177606852856,107515.47623287098,52078.27677661989,102794.97359207887,61268.56091367046,2.4511098866408396,2.0644975772535386,227.3548366651952,11526.412678408418,31482.921084508427,999.0
2026-03-09,4.7382621559621025,6.6955356387618075,4.95420533486115,285.1371492389559,255.36605180164062,1.4874159512197962,101.12274715389236,25270.749275842052,107542.27022056456,51993.58674509762,102824.74468951618,61168.92558246779,2.4576525185788873,2.0683756777119156,129.40642863998784,11655.819107048406,31612.327513148415,999.0
2026-03-10,4.752188330095449,6.8368255723607,4.847558053923966,380.9799873564,383.11218774093976,1.8294430382338824,115.64485757532792,25342.559445562736,107540.35124021849,51896.84364274109,102822.61248913164,61055.110167930696,2.464687371004257,2.0721944475183967,111.68321415255429,11767.50232120096,31724.01072730097,999.0
2026-03-11,4.764977279371055,6.4558270773241775,5.257282839560925,330.9991441756866,334.7581019818187,2.772733319680848,92.25484330352056,25360.22251170241,107536.96817819297,51820.783849254825,102818.85353132551,60965.62805794686,2.466495359625459,2.075170620556704,85.72315217770756,11853.225473378669,31809.733879478677,999.0
2026-03-12,4.771709739548515,6.735737357315472,5.350974698467948,455.6677266079128,226.9430476975298,1.2742453364172588,144.35334356271107,25548.358337081416,107742.82038921231,51699.16661576248,103047.5782102359,60822.54895972057,2.4792779006371304,2.0840339882067416,371.8037771366769,12225.029250515345,32181.537656615354,999.0
2026-03-13,4.845631199932422,6.772720448757181,5.523046231893479,218.19811384804518,285.77825487962406,1.764810667647097,151.07581410405456,25581.98005299196,107681.99826228389,51572.25226284153,102979.99806920432,60673.23795628416,2.484169793419537,2.0879832378364083,81.73086240482854,12306.760112920174,32263.26851902018,999.0
2026-03-14,4.80915132773679,6.766534316710375,5.409119656999911,373.794464379538,406.14546765340583,2.2830635831868844,134.6573697288454,25632.410285625097,107652.88235933741,51459.73410261773,102947.64706593045,60540.863650138504,2.489849065633274,2.091982872368965,100.02330287179069,12406.783415791964,32363.291821891973,999.0
2026-03-15,4.767819340375769,6.693144411643439,5.433308735041694,471.47304512570304,398.71134320056876,1.8347259044832556,135.61764323800193,25716.913886600723,107718.36789107003,51346.018622884236,103020.40876785558,60407.080732804985,2.4962931320288946,2.0978913415316174,206.54461925865297,12613.328035050617,32569.836441150626,999.0
2026-03-16,4.80667979348481,6.870249147804476,5.419438488975296,480.3417821084828,220.003896528654,2.0974651139635787,101.72656307924159,25890.622657224394,107952.67198809187,51261.33388961375,103280.7466534354,60307.45163483971,2.5068198571512936,2.1059278757856235,359.9669835451068,12973.295018595723,32929.80342469573,999.0
2026-03-17,4.786986647998191,6.763877958656081,5.560750402349804,251.98875323910062,296.43881140604367,2.5447100752939313,110.28499369660807,25912.05023756702,107912.66693574161,51169.754648535636,103236.29659526846,60199.71135121839,2.509974794926402,2.1089150744800342,63.29022545437107,13036.585244050095,32993.093650150106,999.0
2026-03-18,4.825463927155728,6.877994028158556,5.443740062131698,109.25293846042183,251.6482412641949,2.029829697010712,108.50461401521058,25898.108012660134,107784.51116321821,51079.251081865164,103093.90129246468,60093.236566900196,2.5120892398077355,2.1101427464249825,-35.92051848557321,13000.664725564522,32957.17313166453,999.0
2026-03-19,4.81777615718203,6.802938868506966,5.258142245355588,181.49577933649456,114.43059561925888,1.8222453058451535,149.1676339567771,25976.459428827628,107844.86982856372,50954.00750151187,103160.96647618191,59945.891178249265,2.5180511889470463,2.1165139920616416,214.41057236816764,13215.07529793269,33171.5837040327,999.0
2026-03-20,4.796130689420599,6.80818401908382,4.991869921485199,298.3895476921605,200.5445378422167,2.5608306633656763,112.49866027969315,26087.031944696606,107932.93033742868,50860.560346337996,103258.81148603186,59835.95334863294,2.52637344641774,2.1221341173288892,207.78283946627124,13422.858137398962,33379.36654349897,999.0
2026-03-21,4.833735166878339,7.010814428441328,5.246626746233904,370.49073627035915,341.4881496708602,1.2093985094067412,127.52429666954015,26205.287261263264,107959.03266536823,50753.192682901885,103287.81407263136,59709.638450472805,2.5371131625300793,2.127137761359755,155.31748475963235,13578.175622158595,33534.684028258605,999.0
2026-03-22,4.83327032459507,6.873298614909967,5.220116441626903,313.82692369971556,117.71179570645987,1.8988443577384988,138.19047798618607,26413.493924963386,108135.53628056216,50637.3447943177,103483.92920062461,59573.34681684436,2.552424722273104,2.1354898587158275,332.40676162170325,13910.582383780298,33867.090789880305,999.0
2026-03-23,4.8500364564003355,6.91630521207659,5.347446037816946,489.51649630926863,255.38461460594766,1.4478247989444673,121.05373645921033,26570.036883368546,108346.25497409514,50535.67976940648,103718.06108232793,59453.740905184095,2.561756034204895,2.1439556263708615,353.73779336358683,14264.320177143885,34220.82858324389,999.0
2026-03-24,4.828588917624543,6.7557175176162385,5.277187581858353,457.04977306483767,306.97900357250217,1.994554605769228,144.33833587021996,26749.981892712483,108481.31866663824,50414.6875553317,103868.13185182026,59311.39712391965,2.5753791288818384,2.1517800452016407,292.41455075678624,14556.734727900672,34513.24313400068,999.0
2026-03-25,4.877706863554179,6.85149329627424,5.203083700673347,365.5058629203,135.7049051065152,2.243043661912675,128.5465617353725,26985.16474084009,108688.13952867064,50307.32956496926,104097.93280963405,59185.09360584619,2.5922863223603483,2.1604831834356393,356.1044758872446,14912.839203787917,34869.347609887926,999.0
2026-03-26,4.9319358421856805,6.919548326992298,5.596129589420772,164.296426611283,328.34311828408636,2.010567716220514,122.28457697550355,26935.10781289116,108540.49750616512,50205.096657098875,103933.88611796124,59064.81959658691,2.5915616955110075,2.1619418093644436,-43.77268241352033,14869.066521374396,34825.5749274744,999.0
2026-03-27,4.869301608846696,6.751555991612682,5.354341601383234,453.57819612363454,361.1795961971702,2.396724192454209,145.818452512794,27094.563510224205,108623.65624609894,50083.18818802658,104026.28471788771,58921.39786826657,2.604588213806043,2.168864646521598,235.8203282468042,15104.8868496212,35061.39525572121,999.0
2026-03-28,4.953608985423695,6.898154698517458,5.448362015979435,221.1451604575418,223.8106180440622,2.2823030279716563,103.01938690576524,27142.875044188586,108621.25733427107,49997.56166673046,104023.61926030119,58820.660784388776,2.609299237730636,2.172531093782323,98.07162629127319,15202.958475912474,35159.46688201248,999.0
2026-03-29,5.081856760521736,7.159794524629339,5.860795192162576,326.95465205845136,262.71907810177396,1.0372771617917882,126.27677183280645,27276.3870434903,108679.06935083207,49891.1080962601,104087.85483425786,58695.421289717764,2.6205158216511704,2.1783254270710173,189.47506862769205,15392.433544540167,35348.941950640175,999.0
2026-03-30,5.070354464919884,7.060124491546958,5.6493870444219665,408.5047407583784,112.53111205707705,1.4302915538241847,129.06117105313638,27447.868104028563,108945.44561666324,49782.62184868569,104383.82846295917,58567.790410218455,2.6295134512879548,2.188423220211322,423.6045082006135,15816.03805274078,35772.54645884079,999.0
2026-03-31,5.060732336835948,7.047654569254737,5.844551849655431,438.9903623127608,351.3161542461394,2.93220229439794,132.53397901457737,27526.277861897248,109024.3524039232,49672.46033847353,104471.50267102578,58438.18863349828,2.6348120930715213,2.1948651558835506,217.2759847868008,16033.31403752758,35989.82244362759,999.0
2026-04-01,4.9588698267588445,7.04199772748321,5.19730112469862,475.5432692775408,264.33295330544524,1.9732167215681653,143.0533543360271,27733.591883699708,109214.4416882981,49552.542221501244,104682.71298699788,58297.10849588382,2.6493000699307783,2.2040128879787138,352.29045358655446,16385.604491114133,36342.112897214145,999.0
2026-04-02,4.924647459496547,6.871283272639987,5.101952377170234,301.06668296343497,215.5274057696319,2.708347794971237,128.3106299216133,27803.954597527812,109291.42703777252,49445.780281693595,104768.25226419169,58171.50621375717,2.6538530515346594,2.210328695697329,211.14155932044508,16596.746050434576,36553.25445653459,999.0
